id,age,job,marital,education,balance,loan,contact,month,campaign,deposit
cus_6275,36,technician,married,secondary,474,no,other,may,1,no
cus_6276,31,blue-collar,married,secondary,66,no,other,may,1,no
cus_6277,35,services,married,secondary,74,no,other,may,1,no
cus_6278,25,blue-collar,single,secondary,2354,yes,other,may,1,no
cus_6279,21,admin.,single,unknown,-28,no,other,may,1,no
cus_6280,30,management,married,tertiary,0,no,other,may,1,no
cus_6281,44,technician,divorced,secondary,1196,no,other,may,1,no
cus_6282,34,technician,single,secondary,486,no,other,may,1,no
cus_6283,34,blue-collar,married,secondary,-76,no,other,may,1,no
cus_6284,32,admin.,married,secondary,-370,no,other,may,1,no
cus_6285,40,management,divorced,tertiary,290,no,other,may,1,no
cus_6286,31,blue-collar,single,secondary,116,no,other,may,1,no
cus_6287,29,admin.,single,secondary,915,no,other,may,1,no
cus_6288,33,blue-collar,married,secondary,0,no,other,may,1,no
cus_6289,47,admin.,divorced,secondary,-407,no,other,may,1,no
cus_6290,31,services,married,secondary,-214,no,other,may,1,no
cus_6291,29,blue-collar,married,primary,715,no,other,may,1,no
cus_6292,31,admin.,single,secondary,-302,yes,other,may,5,no
cus_6293,34,admin.,single,secondary,88,no,other,may,2,no
cus_6294,28,student,single,tertiary,737,no,other,may,1,no
cus_6295,42,admin.,married,primary,1547,yes,other,may,3,no
cus_6296,29,blue-collar,married,secondary,975,no,other,may,2,no
cus_6297,53,self-employed,married,primary,6,no,other,may,2,no
cus_6298,39,blue-collar,married,secondary,459,no,other,may,2,no
cus_6299,33,management,divorced,tertiary,723,no,other,may,1,no
cus_6300,31,management,married,tertiary,1230,no,other,may,4,no
cus_6301,34,services,married,secondary,0,no,other,may,2,no
cus_6302,43,unemployed,divorced,secondary,700,no,other,may,1,no
cus_6303,33,blue-collar,married,tertiary,22,no,other,may,1,no
cus_6304,33,admin.,divorced,secondary,479,no,other,may,5,no
cus_6305,25,technician,married,unknown,776,no,other,may,1,no
cus_6306,34,blue-collar,married,secondary,1575,no,other,may,3,no
cus_6307,26,blue-collar,single,secondary,592,yes,other,may,1,no
cus_6308,42,blue-collar,married,secondary,3052,no,other,may,1,no
cus_6309,40,blue-collar,married,primary,-56,no,other,may,1,no
cus_6310,33,blue-collar,married,primary,-159,no,other,may,1,no
cus_6311,39,blue-collar,married,primary,1135,no,other,may,1,no
cus_6312,24,self-employed,single,tertiary,2984,no,other,may,1,yes
cus_6313,30,unemployed,married,secondary,-98,no,other,may,1,no
cus_6314,49,management,married,tertiary,1304,no,other,may,1,no
cus_6315,33,services,married,secondary,684,no,other,may,1,no
cus_6316,39,management,divorced,tertiary,-999,no,other,may,1,no
cus_6317,30,blue-collar,married,secondary,1196,no,other,may,1,no
cus_6318,49,technician,married,secondary,-353,yes,other,may,2,no
cus_6319,60,technician,married,tertiary,1626,yes,other,may,2,no
cus_6320,43,technician,single,secondary,33,no,other,may,10,no
cus_6321,33,entrepreneur,married,secondary,-118,yes,other,may,3,no
cus_6322,30,entrepreneur,married,secondary,1539,yes,other,may,9,no
cus_6323,24,blue-collar,single,secondary,-438,no,other,may,1,no
cus_6324,48,management,divorced,tertiary,108,no,other,may,2,no
cus_6325,26,admin.,married,secondary,0,no,other,may,1,no
cus_6326,31,admin.,married,secondary,3052,yes,other,may,2,no
cus_6327,36,management,married,tertiary,0,no,other,may,2,no
cus_6328,36,management,married,tertiary,-825,no,other,may,1,no
cus_6329,31,blue-collar,single,secondary,1000,yes,other,may,1,no
cus_6330,53,admin.,divorced,secondary,-120,no,other,may,1,no
cus_6331,32,management,married,tertiary,124,no,other,may,1,no
cus_6332,47,technician,married,tertiary,-512,yes,other,may,2,no
cus_6333,34,management,single,primary,212,no,other,may,1,no
cus_6334,43,management,divorced,tertiary,3257,no,other,may,2,no
cus_6335,42,services,married,secondary,-437,yes,other,may,1,no
cus_6336,34,admin.,married,secondary,-549,yes,other,may,1,no
cus_6337,30,admin.,single,secondary,-213,yes,other,may,1,yes
cus_6338,31,management,single,tertiary,-429,yes,other,may,1,no
cus_6339,52,technician,married,secondary,2001,no,other,may,4,no
cus_6340,27,admin.,single,secondary,1391,no,other,may,1,no
cus_6341,51,technician,married,secondary,-1042,no,other,may,2,no
cus_6342,38,management,single,tertiary,16957,no,other,may,2,no
cus_6343,41,admin.,divorced,secondary,348,no,other,may,3,no
cus_6344,60,technician,divorced,tertiary,-317,no,other,may,1,no
cus_6345,53,blue-collar,married,primary,1715,yes,other,may,1,no
cus_6346,56,retired,divorced,primary,-154,no,other,may,1,no
cus_6347,37,entrepreneur,single,tertiary,-274,yes,other,may,2,no
cus_6348,35,services,single,secondary,-267,no,other,may,1,no
cus_6349,37,entrepreneur,married,tertiary,836,no,other,may,2,no
cus_6350,35,management,married,secondary,1160,no,other,may,3,no
cus_6351,44,services,married,secondary,-230,yes,other,may,1,no
cus_6352,33,admin.,married,secondary,220,no,other,may,1,no
cus_6353,36,admin.,divorced,secondary,-37,no,other,may,1,no
cus_6354,27,services,single,secondary,1043,no,other,may,2,no
cus_6355,34,blue-collar,married,secondary,763,no,other,may,1,no
cus_6356,30,blue-collar,single,secondary,49,yes,other,may,2,no
cus_6357,33,management,single,tertiary,0,no,other,may,1,no
cus_6358,26,services,divorced,primary,633,no,other,may,2,no
cus_6359,29,self-employed,married,secondary,-76,no,other,may,2,no
cus_6360,33,technician,married,secondary,-616,yes,other,may,1,no
cus_6361,30,technician,single,secondary,1359,no,other,may,1,no
cus_6362,36,admin.,married,secondary,234,no,other,may,1,no
cus_6363,36,admin.,divorced,secondary,-611,no,other,may,1,no
cus_6364,47,management,divorced,tertiary,-363,yes,other,may,1,no
cus_6365,37,blue-collar,divorced,secondary,-333,no,other,may,1,no
cus_6366,32,blue-collar,married,primary,-275,yes,other,may,1,no
cus_6367,28,unemployed,married,secondary,863,yes,other,may,1,no
cus_6368,28,technician,married,secondary,839,no,other,may,2,no
cus_6369,53,blue-collar,single,unknown,1555,no,other,may,2,no
cus_6370,26,blue-collar,married,secondary,284,no,other,may,1,no
cus_6371,42,unemployed,married,secondary,-165,yes,other,may,3,no
cus_6372,29,management,single,tertiary,941,no,other,may,1,no
cus_6373,32,admin.,single,secondary,223,yes,other,may,4,no
cus_6374,46,management,married,tertiary,1285,no,other,may,1,no
cus_6375,52,retired,divorced,secondary,246,no,other,may,1,no
cus_6376,28,admin.,single,secondary,891,no,other,may,1,no
cus_6377,45,entrepreneur,married,primary,-100,no,other,may,6,no
cus_6378,25,blue-collar,single,primary,6,yes,other,may,2,no
cus_6379,60,blue-collar,married,primary,93,yes,other,may,4,no
cus_6380,26,blue-collar,married,primary,-683,yes,other,may,1,no
cus_6381,38,blue-collar,married,secondary,-220,no,other,may,2,no
cus_6382,23,blue-collar,single,secondary,13,yes,other,may,3,no
cus_6383,35,blue-collar,married,primary,1383,no,other,may,2,no
cus_6384,22,technician,single,secondary,0,no,other,may,1,no
cus_6385,34,technician,single,secondary,-329,no,other,may,1,no
cus_6386,41,services,married,secondary,1141,no,other,may,1,no
cus_6387,28,management,single,tertiary,204,no,other,may,1,no
cus_6388,32,services,single,secondary,38,no,other,may,1,no
cus_6389,27,housemaid,married,secondary,22,yes,other,may,1,no
cus_6390,25,blue-collar,single,secondary,154,no,other,may,2,no
cus_6391,25,blue-collar,married,secondary,97,no,other,may,1,yes
cus_6392,37,blue-collar,married,secondary,0,no,other,may,6,no
cus_6393,37,blue-collar,single,tertiary,1222,no,other,may,2,no
cus_6394,40,admin.,married,secondary,-666,no,other,may,2,no
cus_6395,58,blue-collar,married,secondary,-37,no,other,may,2,no
cus_6396,24,services,married,tertiary,0,no,other,may,1,no
cus_6397,52,management,married,secondary,0,yes,other,may,13,no
cus_6398,28,blue-collar,married,secondary,0,no,other,may,1,no
cus_6399,29,technician,single,secondary,156,no,other,may,5,no
cus_6400,30,technician,single,tertiary,445,no,other,may,1,no
cus_6401,35,management,married,tertiary,-718,yes,other,may,3,no
cus_6402,34,management,single,tertiary,3635,no,other,may,9,no
cus_6403,51,management,married,tertiary,1944,no,other,may,2,no
cus_6404,29,technician,single,secondary,316,yes,other,may,1,no
cus_6405,35,management,married,tertiary,949,no,other,may,2,no
cus_6406,32,services,single,secondary,259,no,other,may,2,no
cus_6407,29,entrepreneur,married,secondary,452,no,other,may,1,no
cus_6408,35,technician,divorced,secondary,-199,no,other,may,2,no
cus_6409,28,blue-collar,married,secondary,781,no,other,may,2,no
cus_6410,34,services,married,secondary,279,no,other,may,1,no
cus_6411,32,services,married,secondary,-479,no,other,may,1,no
cus_6412,24,technician,single,secondary,84,no,other,may,1,no
cus_6413,45,admin.,divorced,secondary,1126,no,other,may,1,no
cus_6414,25,services,married,secondary,4063,no,other,may,1,no
cus_6415,33,services,married,secondary,1553,no,other,may,8,no
cus_6416,42,blue-collar,married,secondary,68,no,other,may,1,no
cus_6417,41,blue-collar,married,secondary,153,no,other,may,1,no
cus_6418,35,services,married,secondary,843,no,other,may,2,no
cus_6419,31,blue-collar,married,secondary,-325,yes,other,may,2,no
cus_6420,29,management,single,secondary,0,yes,other,may,2,no
cus_6421,26,technician,single,secondary,218,no,other,may,1,no
cus_6422,46,blue-collar,married,primary,-326,no,other,may,4,no
cus_6423,35,technician,single,secondary,-229,no,other,may,2,no
cus_6424,53,management,married,primary,351,no,other,may,4,no
cus_6425,31,technician,married,secondary,-360,no,other,may,2,no
cus_6426,49,admin.,divorced,secondary,-203,no,other,may,2,no
cus_6427,44,blue-collar,divorced,secondary,-239,no,other,may,3,no
cus_6428,39,technician,married,secondary,768,yes,other,may,4,no
cus_6429,28,management,married,tertiary,13186,no,other,may,2,no
cus_6430,28,admin.,married,secondary,6429,yes,other,may,2,no
cus_6431,31,management,married,tertiary,22867,no,other,may,2,no
cus_6432,38,management,married,secondary,0,no,other,may,2,no
cus_6433,30,blue-collar,single,secondary,-93,no,other,may,2,no
cus_6434,29,management,married,tertiary,7832,no,other,may,2,no
cus_6435,38,technician,married,secondary,-735,no,other,may,2,no
cus_6436,31,admin.,single,secondary,-133,no,other,may,2,no
cus_6437,24,technician,single,unknown,818,yes,other,may,3,no
cus_6438,59,management,divorced,tertiary,844,yes,other,may,2,no
cus_6439,22,technician,single,secondary,28,no,other,may,2,no
cus_6440,29,blue-collar,married,primary,79,no,other,may,2,no
cus_6441,31,blue-collar,single,secondary,369,yes,other,may,8,no
cus_6442,38,blue-collar,single,secondary,5891,no,other,may,3,no
cus_6443,51,blue-collar,divorced,secondary,78,no,other,may,2,no
cus_6444,27,admin.,married,secondary,186,no,other,may,2,no
cus_6445,34,management,married,secondary,-311,no,other,may,2,no
cus_6446,29,management,single,tertiary,10436,no,other,may,2,no
cus_6447,27,blue-collar,married,secondary,411,yes,other,may,1,no
cus_6448,28,services,single,secondary,68,no,other,may,2,no
cus_6449,38,services,married,secondary,133,no,other,may,1,no
cus_6450,45,admin.,married,secondary,-173,no,other,may,2,no
cus_6451,44,services,divorced,secondary,51,yes,other,may,2,yes
cus_6452,27,admin.,married,secondary,132,no,other,may,1,no
cus_6453,41,technician,married,secondary,-804,yes,other,may,11,no
cus_6454,44,technician,divorced,secondary,-562,no,other,may,5,no
cus_6455,41,technician,married,secondary,-274,no,other,may,3,no
cus_6456,27,unemployed,single,secondary,0,no,other,may,2,no
cus_6457,38,technician,married,secondary,254,no,other,may,6,no
cus_6458,30,blue-collar,single,secondary,-477,yes,other,may,2,no
cus_6459,31,blue-collar,married,secondary,175,no,other,may,5,no
cus_6460,25,blue-collar,single,secondary,26,no,other,may,2,no
cus_6461,32,blue-collar,married,secondary,49,no,other,may,5,no
cus_6462,30,blue-collar,married,secondary,-202,no,other,may,2,no
cus_6463,30,management,single,tertiary,6164,no,other,may,11,no
cus_6464,36,services,single,secondary,-330,no,other,may,2,no
cus_6465,30,management,married,secondary,-397,no,other,may,3,no
cus_6466,38,technician,married,secondary,750,no,other,may,2,no
cus_6467,41,technician,married,tertiary,725,yes,other,may,3,no
cus_6468,34,blue-collar,married,secondary,-1725,no,other,may,2,no
cus_6469,45,unemployed,married,primary,180,yes,other,may,2,no
cus_6470,36,blue-collar,married,secondary,-190,no,other,may,2,no
cus_6471,34,blue-collar,single,secondary,-96,no,other,may,2,no
cus_6472,30,blue-collar,married,primary,554,no,other,may,5,no
cus_6473,36,services,single,secondary,-295,yes,other,may,3,no
cus_6474,28,blue-collar,single,unknown,913,no,other,may,2,no
cus_6475,29,entrepreneur,married,tertiary,3037,no,other,may,3,no
cus_6476,36,services,single,secondary,9713,no,other,may,3,no
cus_6477,32,management,single,tertiary,1410,no,other,may,5,no
cus_6478,28,admin.,single,secondary,428,yes,other,may,2,no
cus_6479,35,entrepreneur,married,tertiary,542,yes,other,may,5,no
cus_6480,24,blue-collar,married,secondary,-254,yes,other,may,2,no
cus_6481,36,technician,married,primary,1653,yes,other,may,10,no
cus_6482,30,management,married,tertiary,-27,no,other,may,2,no
cus_6483,35,technician,married,secondary,712,no,other,may,4,no
cus_6484,34,blue-collar,single,secondary,3723,no,other,may,5,no
cus_6485,32,services,married,secondary,-684,no,other,may,3,no
cus_6486,26,blue-collar,married,secondary,557,yes,other,may,2,no
cus_6487,24,admin.,single,secondary,795,no,other,may,2,no
cus_6488,40,management,divorced,tertiary,-78,no,other,may,4,no
cus_6489,32,blue-collar,married,primary,902,no,other,may,2,no
cus_6490,43,technician,married,secondary,2344,no,other,may,2,no
cus_6491,29,blue-collar,married,secondary,844,no,other,may,2,no
cus_6492,34,admin.,single,secondary,0,no,other,may,2,no
cus_6493,34,services,single,secondary,544,no,other,may,2,no
cus_6494,24,blue-collar,single,primary,111,yes,other,may,4,no
cus_6495,49,technician,divorced,secondary,-1547,yes,other,may,3,no
cus_6496,37,services,married,secondary,-349,no,other,may,5,no
cus_6497,26,technician,single,secondary,261,no,other,may,2,no
cus_6498,43,management,married,tertiary,1379,no,other,may,3,no
cus_6499,39,management,married,tertiary,-342,no,other,may,2,no
cus_6500,36,management,single,tertiary,0,no,other,may,2,no
cus_6501,25,entrepreneur,single,tertiary,6,yes,other,may,4,no
cus_6502,47,entrepreneur,married,tertiary,362,no,other,may,5,no
cus_6503,37,technician,married,secondary,427,yes,other,may,3,no
cus_6504,20,student,single,tertiary,556,no,other,may,10,no
cus_6505,28,management,married,tertiary,318,no,other,may,4,no
cus_6506,29,management,single,secondary,-105,no,other,may,3,no
cus_6507,31,services,married,secondary,-538,yes,other,may,1,no
cus_6508,26,student,single,secondary,2784,no,other,may,1,no
cus_6509,41,admin.,married,secondary,920,yes,other,may,1,no
cus_6510,48,housemaid,married,primary,627,no,other,may,5,no
cus_6511,34,blue-collar,married,primary,244,no,other,may,13,no
cus_6512,30,management,single,tertiary,0,yes,other,may,3,no
cus_6513,34,technician,married,secondary,-34,no,other,may,5,no
cus_6514,43,blue-collar,divorced,primary,6,no,other,may,4,no
cus_6515,25,technician,divorced,tertiary,174,yes,other,may,4,no
cus_6516,40,management,single,tertiary,36,no,other,may,3,no
cus_6517,35,management,single,tertiary,-208,no,other,may,2,no
cus_6518,34,blue-collar,married,secondary,1412,yes,other,may,2,no
cus_6519,26,technician,single,secondary,75,no,other,may,2,no
cus_6520,30,self-employed,single,tertiary,2593,no,other,may,7,no
cus_6521,34,technician,married,secondary,-259,no,other,may,2,no
cus_6522,45,technician,divorced,secondary,0,no,other,may,2,no
cus_6523,44,blue-collar,married,primary,1432,yes,other,may,9,no
cus_6524,34,unemployed,single,tertiary,906,no,other,may,3,no
cus_6525,39,technician,married,primary,169,no,other,may,2,no
cus_6526,47,admin.,married,secondary,-245,no,other,may,5,no
cus_6527,35,blue-collar,married,primary,914,no,other,may,9,no
cus_6528,49,blue-collar,divorced,primary,15,no,other,may,7,no
cus_6529,28,technician,single,secondary,10865,no,other,may,3,no
cus_6530,30,services,married,secondary,-932,no,other,may,3,no
cus_6531,31,blue-collar,married,secondary,77,no,other,may,2,no
cus_6532,31,management,married,tertiary,1183,no,other,may,6,no
cus_6533,39,management,married,tertiary,0,no,other,may,8,no
cus_6534,28,blue-collar,married,secondary,100,yes,other,may,2,no
cus_6535,27,admin.,single,secondary,349,no,other,may,3,no
cus_6536,35,blue-collar,married,primary,424,no,other,may,2,no
cus_6537,47,technician,divorced,tertiary,-1148,yes,other,may,2,no
cus_6538,33,admin.,married,secondary,-297,no,other,may,3,no
cus_6539,34,technician,single,secondary,-476,no,other,may,4,no
cus_6540,33,management,married,tertiary,1657,no,other,may,4,no
cus_6541,33,technician,single,tertiary,231,no,other,may,2,no
cus_6542,24,management,married,secondary,2278,no,other,may,4,no
cus_6543,29,blue-collar,divorced,primary,2597,no,other,may,3,no
cus_6544,42,services,married,secondary,3620,no,other,may,7,no
cus_6545,57,blue-collar,married,primary,318,no,other,may,2,no
cus_6546,39,management,married,tertiary,1598,yes,other,may,3,no
cus_6547,33,blue-collar,married,primary,2615,no,other,may,8,no
cus_6548,43,blue-collar,married,primary,-127,no,other,may,3,no
cus_6549,26,blue-collar,married,secondary,2005,no,other,may,3,no
cus_6550,32,management,married,tertiary,3809,no,other,may,5,no
cus_6551,34,technician,single,tertiary,122,no,other,may,5,no
cus_6552,31,blue-collar,single,tertiary,-701,no,other,may,3,no
cus_6553,48,blue-collar,married,primary,5172,no,other,may,7,no
cus_6554,32,blue-collar,single,secondary,106,no,other,may,8,no
cus_6555,55,management,married,tertiary,10065,no,other,may,3,no
cus_6556,38,blue-collar,single,primary,199,no,other,may,4,no
cus_6557,36,services,single,secondary,260,no,other,may,8,no
cus_6558,32,unknown,single,secondary,-274,yes,other,may,3,no
cus_6559,38,admin.,married,secondary,-247,no,other,may,4,no
cus_6560,46,management,divorced,tertiary,-154,yes,other,may,2,no
cus_6561,28,technician,single,tertiary,4513,no,other,may,3,no
cus_6562,36,blue-collar,married,primary,8326,no,other,may,4,no
cus_6563,44,blue-collar,single,secondary,-435,no,other,may,2,no
cus_6564,27,blue-collar,married,secondary,0,no,other,may,3,no
cus_6565,39,management,married,secondary,1072,no,other,may,2,no
cus_6566,37,admin.,single,secondary,0,no,other,may,13,no
cus_6567,38,entrepreneur,married,secondary,2849,no,other,may,3,no
cus_6568,34,blue-collar,married,primary,100,yes,other,may,3,no
cus_6569,32,technician,married,secondary,-71,no,other,may,2,no
cus_6570,39,blue-collar,married,tertiary,206,yes,other,may,3,no
cus_6571,52,admin.,married,secondary,-732,yes,other,may,2,no
cus_6572,40,admin.,single,secondary,877,no,other,may,6,no
cus_6573,56,admin.,married,secondary,292,no,other,may,9,no
cus_6574,53,technician,divorced,secondary,392,no,other,may,1,no
cus_6575,39,management,married,tertiary,139,yes,other,may,7,no
cus_6576,29,management,married,tertiary,-218,no,other,may,1,no
cus_6577,32,management,married,secondary,350,no,other,may,2,no
cus_6578,25,blue-collar,married,primary,657,yes,other,may,1,no
cus_6579,30,unemployed,single,secondary,-770,no,other,may,1,no
cus_6580,45,blue-collar,married,secondary,-54,no,other,may,2,no
cus_6581,35,technician,single,secondary,175,no,other,may,1,no
cus_6582,36,admin.,single,secondary,0,yes,other,may,6,no
cus_6583,32,blue-collar,married,secondary,0,yes,other,may,3,no
cus_6584,40,management,single,tertiary,326,no,other,may,1,no
cus_6585,37,admin.,married,secondary,1123,yes,other,may,1,no
cus_6586,23,admin.,single,secondary,4681,no,other,may,2,no
cus_6587,37,blue-collar,married,secondary,115,yes,other,may,3,no
cus_6588,49,technician,divorced,secondary,181,no,other,may,8,no
cus_6589,53,blue-collar,divorced,unknown,-473,no,other,may,2,no
cus_6590,53,services,married,primary,49,no,other,may,1,no
cus_6591,33,blue-collar,single,tertiary,-303,no,other,may,2,no
cus_6592,29,blue-collar,married,primary,1615,no,other,may,1,no
cus_6593,37,admin.,single,secondary,1066,no,other,may,4,no
cus_6594,33,management,single,secondary,1973,no,other,may,8,no
cus_6595,45,blue-collar,married,primary,-175,yes,other,may,2,no
cus_6596,52,admin.,single,secondary,1964,yes,other,may,1,no
cus_6597,48,management,single,secondary,61,no,other,may,1,no
cus_6598,29,management,married,tertiary,314,no,other,may,2,yes
cus_6599,40,services,divorced,secondary,5766,yes,other,may,1,no
cus_6600,36,blue-collar,divorced,secondary,-59,no,other,may,1,no
cus_6601,44,admin.,divorced,secondary,449,yes,other,may,4,no
cus_6602,31,admin.,divorced,secondary,82,no,other,may,1,no
cus_6603,30,self-employed,single,secondary,311,yes,other,may,3,no
cus_6604,32,technician,single,secondary,719,no,other,may,6,no
cus_6605,38,blue-collar,married,secondary,35,no,other,may,2,no
cus_6606,34,management,single,tertiary,2570,no,other,may,3,no
cus_6607,39,technician,married,secondary,1427,no,other,may,1,no
cus_6608,39,blue-collar,married,secondary,5222,no,other,may,1,no
cus_6609,38,technician,single,secondary,2751,no,other,may,1,no
cus_6610,31,services,single,secondary,0,no,other,may,2,no
cus_6611,33,technician,married,secondary,3002,no,other,may,2,no
cus_6612,33,admin.,single,secondary,598,no,other,may,1,no
cus_6613,30,blue-collar,married,secondary,363,no,other,may,1,no
cus_6614,37,admin.,married,secondary,18,yes,other,may,4,no
cus_6615,42,services,married,secondary,-262,no,other,may,3,no
cus_6616,59,management,single,tertiary,68,no,other,may,2,no
cus_6617,25,technician,single,tertiary,43,yes,other,may,1,no
cus_6618,35,services,single,secondary,1227,yes,other,may,3,no
cus_6619,29,management,married,tertiary,16232,no,other,may,4,no
cus_6620,37,technician,divorced,secondary,-230,yes,other,may,2,no
cus_6621,26,entrepreneur,single,secondary,265,no,other,may,1,no
cus_6622,45,management,divorced,tertiary,-255,yes,other,may,2,no
cus_6623,28,admin.,married,secondary,9779,yes,other,may,2,no
cus_6624,38,services,divorced,secondary,-345,no,other,may,2,no
cus_6625,57,services,divorced,secondary,-752,no,other,may,1,no
cus_6626,26,management,single,tertiary,6840,no,other,may,2,yes
cus_6627,34,student,single,primary,3004,no,other,may,3,no
cus_6628,44,retired,divorced,primary,2083,no,other,may,1,no
cus_6629,29,management,married,tertiary,2451,no,other,may,1,no
cus_6630,44,blue-collar,married,secondary,577,no,other,may,3,no
cus_6631,26,technician,single,secondary,668,no,other,may,3,yes
cus_6632,36,blue-collar,single,primary,851,no,other,may,1,no
cus_6633,30,management,single,tertiary,849,no,other,may,6,no
cus_6634,29,technician,married,tertiary,1489,no,other,may,1,no
cus_6635,30,services,married,unknown,280,yes,other,may,2,no
cus_6636,29,management,single,tertiary,0,no,other,may,7,no
cus_6637,59,management,divorced,secondary,0,no,other,may,6,no
cus_6638,31,technician,single,secondary,55,no,other,may,1,no
cus_6639,26,blue-collar,single,secondary,535,yes,other,may,1,no
cus_6640,30,technician,single,tertiary,-241,no,other,may,1,no
cus_6641,37,technician,married,secondary,-254,yes,other,may,2,no
cus_6642,42,technician,married,secondary,-184,yes,other,may,1,no
cus_6643,30,technician,single,secondary,1692,yes,other,may,2,no
cus_6644,32,technician,married,tertiary,-196,no,other,may,1,no
cus_6645,46,technician,married,secondary,317,yes,other,may,1,no
cus_6646,28,blue-collar,single,secondary,802,no,other,may,3,no
cus_6647,26,blue-collar,married,primary,755,no,other,may,1,no
cus_6648,29,housemaid,married,tertiary,420,no,other,may,3,no
cus_6649,29,services,married,secondary,1386,no,other,may,1,no
cus_6650,37,entrepreneur,married,secondary,-170,no,other,may,1,no
cus_6651,31,blue-collar,married,primary,-454,yes,other,may,2,no
cus_6652,31,admin.,single,secondary,162,no,other,may,1,no
cus_6653,27,management,single,secondary,442,no,other,may,1,no
cus_6654,28,management,single,tertiary,1996,yes,other,may,1,no
cus_6655,41,management,married,primary,-679,yes,other,may,2,no
cus_6656,45,services,married,secondary,-839,no,other,may,1,no
cus_6657,24,blue-collar,single,secondary,8594,no,other,may,1,no
cus_6658,28,services,single,secondary,2921,no,other,may,1,no
cus_6659,30,services,married,secondary,419,no,other,may,1,no
cus_6660,26,services,married,secondary,311,no,other,may,1,no
cus_6661,23,blue-collar,single,secondary,214,no,other,may,1,no
cus_6662,25,admin.,single,secondary,4590,no,other,may,2,no
cus_6663,28,services,married,secondary,1214,no,other,may,1,no
cus_6664,31,technician,married,secondary,-463,no,other,may,1,no
cus_6665,31,services,single,secondary,605,no,other,may,1,no
cus_6666,33,admin.,divorced,secondary,-403,no,other,may,1,no
cus_6667,27,admin.,single,secondary,110,no,other,may,1,no
cus_6668,37,technician,single,secondary,779,no,other,may,1,no
cus_6669,49,blue-collar,married,secondary,579,no,other,may,1,no
cus_6670,30,technician,single,tertiary,0,no,other,may,1,no
cus_6671,24,blue-collar,married,secondary,0,no,other,may,1,no
cus_6672,39,blue-collar,divorced,secondary,412,no,other,may,1,no
cus_6673,36,self-employed,married,tertiary,15,no,other,may,4,no
cus_6674,24,services,single,secondary,1611,no,other,may,1,no
cus_6675,29,blue-collar,single,secondary,-15,no,other,may,1,no
cus_6676,53,technician,divorced,secondary,45,no,other,may,6,no
cus_6677,46,admin.,single,secondary,-136,no,other,may,1,no
cus_6678,28,blue-collar,single,secondary,1849,no,other,may,1,no
cus_6679,35,services,married,secondary,1453,no,other,may,1,no
cus_6680,29,admin.,single,secondary,1450,no,other,may,1,no
cus_6681,33,technician,married,tertiary,525,yes,other,may,1,no
cus_6682,32,services,single,secondary,284,no,other,may,2,no
cus_6683,27,services,single,secondary,54,no,other,may,2,yes
cus_6684,34,blue-collar,single,secondary,-108,no,other,may,1,no
cus_6685,31,blue-collar,married,secondary,298,no,other,may,3,no
cus_6686,41,admin.,divorced,secondary,-365,no,other,may,10,no
cus_6687,30,admin.,single,secondary,-1,no,other,may,1,no
cus_6688,29,blue-collar,married,primary,1101,yes,other,may,1,no
cus_6689,38,technician,married,secondary,133,no,other,may,1,no
cus_6690,33,blue-collar,single,secondary,855,no,other,may,5,no
cus_6691,27,technician,single,secondary,2430,no,other,may,1,no
cus_6692,49,management,divorced,tertiary,169,no,other,may,1,no
cus_6693,24,blue-collar,married,primary,933,no,other,may,3,no
cus_6694,27,blue-collar,single,secondary,2364,no,other,may,1,no
cus_6695,31,admin.,married,secondary,728,yes,other,may,4,no
cus_6696,42,blue-collar,married,secondary,1468,no,other,may,1,no
cus_6697,42,admin.,married,secondary,214,no,other,may,7,no
cus_6698,22,blue-collar,married,secondary,391,yes,other,may,7,no
cus_6699,54,technician,married,secondary,1865,no,other,may,2,no
cus_6700,28,blue-collar,single,unknown,448,no,other,may,1,no
cus_6701,40,management,married,tertiary,-130,no,other,may,2,no
cus_6702,48,admin.,single,secondary,1150,no,other,may,1,no
cus_6703,46,admin.,married,secondary,-363,yes,other,may,1,no
cus_6704,42,blue-collar,divorced,secondary,1820,no,other,may,2,no
cus_6705,39,blue-collar,married,primary,2862,no,other,may,2,no
cus_6706,29,management,married,tertiary,4050,no,other,may,1,no
cus_6707,40,admin.,married,secondary,-279,no,other,may,2,no
cus_6708,35,blue-collar,married,secondary,1388,no,other,may,5,no
cus_6709,38,technician,divorced,secondary,-478,no,other,may,1,no
cus_6710,33,self-employed,married,tertiary,-103,no,other,may,1,no
cus_6711,31,blue-collar,single,primary,-443,no,other,may,1,no
cus_6712,28,blue-collar,divorced,unknown,101,no,other,may,4,no
cus_6713,30,technician,divorced,secondary,2262,no,other,may,2,no
cus_6714,42,blue-collar,married,secondary,54,no,other,may,1,no
cus_6715,28,blue-collar,single,secondary,0,no,other,may,1,no
cus_6716,43,technician,married,secondary,50,no,other,may,1,no
cus_6717,28,services,single,secondary,40,no,other,may,2,no
cus_6718,29,services,married,secondary,308,no,other,may,1,no
cus_6719,36,blue-collar,married,secondary,21,no,other,may,1,no
cus_6720,25,blue-collar,single,secondary,1966,no,other,may,1,no
cus_6721,28,blue-collar,single,secondary,1,no,other,may,1,no
cus_6722,61,retired,divorced,secondary,1857,no,other,may,4,no
cus_6723,32,admin.,single,secondary,-648,no,other,may,2,no
